BOGOTA;PEREIRA;VILLETA;ALTERNATIVAS VIALES;Honda;Categoria VII;49700;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Pavas;Categoria I;14600;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Pavas;Categoria II;17500;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Pavas;Categoria III;17500;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Pavas;Categoria IV;17500;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Pavas;Categoria V;42600;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Pavas;Categoria VI;53200;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Pavas;Categoria VII;61600;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Tarapaca II;Categoria I;16100;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Tarapaca II;Categoria II;21300;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Tarapaca II;Categoria III;21300;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Tarapaca II;Categoria IV;21300;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Tarapaca II;Categoria V;52500;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Tarapaca II;Categoria VI;69600;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;AUTOPISTA DEL CAFE;Tarapaca II;Categoria VII;77700;8 h 56 min;410;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chusac�;Categoria I;11500;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chusac�;Categoria II;12900;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chusac�;Categoria III;27600;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chusac�;Categoria IV;44900;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chusac�;Categoria V;51600;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chinauta;Categoria I;13300;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chinauta;Categoria II;14900;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chinauta;Categoria III;31500;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chinauta;Categoria IV;51100;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;Via 40;Chinauta;Categoria V;58600;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Chicoral;Categoria I;12000;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Chicoral;Categoria II;13100;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Chicoral;Categoria III;12000;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Chicoral;Categoria IV;15600;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Chicoral;Categoria V;31700;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Chicoral;Categoria VI;42200;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Chicoral;Categoria VII;46600;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Gualanday;Categoria I;11000;5 h 37 min;282;SI
